id,parent_id:id,code,name,note,type
ciiu_0075,ciiu_0074,0811,"Extracción de piedra, arena, arcillas comunes, yeso y anhidrita",,other
ciiu_0076,ciiu_0074,0812,"Extracción de arcillas de uso industrial, caliza, caolín y bentonitas",,other
ciiu_0077,ciiu_0073,082,"Extracción de esmeraldas, piedras preciosas y semipreciosas",,view
ciiu_0078,ciiu_0077,0820,"Extracción de esmeraldas, piedras preciosas y semipreciosas",,other
ciiu_0079,ciiu_0073,089,Extracción de otros minerales no metálicos n.c.p.,,view
ciiu_0080,ciiu_0079,0891,Extracción de minerales para la fabricación de abonos y productos químicos,,other
ciiu_0081,ciiu_0079,0892,Extracción de halita (sal),,other
ciiu_0082,ciiu_0079,0899,Extracción de otros minerales no metálicos n.c.p.,,other
ciiu_0083,ciiu_0054,09,Actividades de servicios de apoyo para la explotación de minas ,,view
ciiu_0084,ciiu_0083,091,Actividades de apoyo para la extracción de petróleo y de gas natural,,view
ciiu_0085,ciiu_0084,0910,Actividades de apoyo para la extracción de petróleo y de gas natural,,other
ciiu_0086,ciiu_0083,099,Actividades de apoyo para otras actividades de explotación de minas y canteras,,view
ciiu_0087,ciiu_0086,0990,Actividades de apoyo para otras actividades de explotación de minas y canteras,,other
ciiu_0088,,10 SECCIÓN C,INDUSTRIAS MANUFACTURERAS,,view
ciiu_0089,ciiu_0088,10,Elaboración de productos alimenticios,,view
ciiu_0090,ciiu_0089,101,"Procesamiento y conservación de carne, pescado, crustáceos y moluscos ",,view
ciiu_0091,ciiu_0090,1011,Procesamiento y conservación de carne y productos cárnicos,,other
ciiu_0092,ciiu_0090,1012,"Procesamiento y conservación de pescados, crustáceos y moluscos",,other
ciiu_0093,ciiu_0089,102,"Procesamiento y conservación de frutas, legumbres, hortalizas y tubérculos",,view
ciiu_0094,ciiu_0093,1020,"Procesamiento y conservación de frutas, legumbres, hortalizas y tubérculos",,other
ciiu_0095,ciiu_0089,103,Elaboración de aceites y grasas de origen vegetal y animal,,view
ciiu_0096,ciiu_0095,1030,Elaboración de aceites y grasas de origen vegetal y animal,,other
ciiu_0097,ciiu_0089,104,Elaboración de productos lácteos,,view
ciiu_0098,ciiu_0097,1040,Elaboración de productos lácteos,,other
ciiu_0099,ciiu_0089,105,"Elaboración de productos de molinería, almidones y productos derivados del almidón",,view
ciiu_0100,ciiu_0099,1051,Elaboración de productos de molinería,,other
ciiu_0101,ciiu_0099,1052,Elaboración de almidones y productos derivados del almidón,,other
ciiu_0102,ciiu_0089,106,Elaboración de productos de café,,view
ciiu_0103,ciiu_0102,1061,Trilla de café,,other
ciiu_0104,ciiu_0102,1062,"Descafeinado, tostión y molienda del café",,other
ciiu_0105,ciiu_0102,1063,Otros derivados del café,,other
ciiu_0106,ciiu_0089,107,Elaboración de azúcar y panela,,view
ciiu_0107,ciiu_0106,1071,Elaboración y refinación de azúcar,,other
ciiu_0108,ciiu_0106,1072,Elaboración de panela,,other
ciiu_0109,ciiu_0089,108,Elaboración de otros productos alimenticios,,view
ciiu_0110,ciiu_0109,1081,Elaboración de productos de panadería,,other
ciiu_0111,ciiu_0109,1082,"Elaboración de cacao, chocolate y productos de confitería",,other
ciiu_0112,ciiu_0109,1083,"Elaboración de macarrones, fideos, alcuzcuz y productos farináceos similares",,other
ciiu_0113,ciiu_0109,1084,Elaboración de comidas y platos preparados,,other
ciiu_0114,ciiu_0109,1089,Elaboración de otros productos alimenticios n.c.p.,,other
ciiu_0115,ciiu_0089,109,Elaboración de alimentos preparados para animales,,view
ciiu_0116,ciiu_0115,1090,Elaboración de alimentos preparados para animales,,other
ciiu_0117,ciiu_0088,11,Elaboración de bebidas,,view
ciiu_0118,ciiu_0117,110,Elaboración de bebidas,,view
ciiu_0119,ciiu_0118,1101,"Destilación, rectificación y mezcla de bebidas alcohólicas",,other
ciiu_0120,ciiu_0118,1102,Elaboración de bebidas fermentadas no destiladas,,other
ciiu_0121,ciiu_0118,1103,"Producción de malta, elaboración de cervezas y otras bebidas malteadas",,other
ciiu_0122,ciiu_0118,1104,"Elaboración de bebidas no alcohólicas, producción de aguas minerales y de otras aguas embotelladas",,other
ciiu_0123,ciiu_0088,12,Elaboración de productos de tabaco,,view
ciiu_0124,ciiu_0123,120,Elaboración de productos de tabaco,,view
ciiu_0125,ciiu_0124,1200,Elaboración de productos de tabaco,,other
ciiu_0126,ciiu_0088,13,Fabricación de productos textiles,,view
ciiu_0127,ciiu_0126,131,"Preparación, hilatura, tejeduría y acabado de productos textiles",,view
ciiu_0128,ciiu_0127,1311,Preparación e hilatura de fibras textiles,,other
ciiu_0129,ciiu_0127,1312,Tejeduría de productos textiles,,other
ciiu_0130,ciiu_0127,1313,Acabado de productos textiles,,other
ciiu_0131,ciiu_0126,139,Fabricación de otros productos textiles,,view
ciiu_0132,ciiu_0131,1391,Fabricación de tejidos de punto y ganchillo,,other
ciiu_0133,ciiu_0131,1392,"Confección de artículos con materiales textiles, excepto prendas de vestir",,other
ciiu_0134,ciiu_0131,1393,Fabricación de tapetes y alfombras para pisos,,other
ciiu_0135,ciiu_0131,1394,"Fabricación de cuerdas, cordeles, cables, bramantes y redes",,other
ciiu_0136,ciiu_0131,1399,Fabricación de otros artículos textiles n.c.p.,,other
ciiu_0137,ciiu_0088,14,Confección de prendas de vestir,,view
ciiu_0138,ciiu_0137,141,"Confección de prendas de vestir, excepto prendas de piel",,view
ciiu_0139,ciiu_0138,1410,"Confección de prendas de vestir, excepto prendas de piel",,other
ciiu_0140,ciiu_0137,142,Fabricación de artículos de piel,,view
ciiu_0141,ciiu_0140,1420,Fabricación de artículos de piel,,other
ciiu_0142,ciiu_0137,143,Fabricación de artículos de punto y ganchillo,,view
ciiu_0143,ciiu_0142,1430,Fabricación de artículos de punto y ganchillo,,other
ciiu_0144,ciiu_0088,15,"Curtido y recurtido de cueros; fabricación de calzado; fabricación de artículos de viaje, maletas, bolsos de mano y artículos similares, y fabricación de artículos de talabartería y guarnicionería; adobo y teñido de pieles",,view
ciiu_0145,ciiu_0144,151,"Curtido y recurtido de cueros; fabricación de artículos de viaje, bolsos de mano y artículos similares, y fabricación de artículos de talabartería y guarnicionería, adobo y teñido de pieles",,view
ciiu_0146,ciiu_0145,1511,Curtido y recurtido de cueros; recurtido y teñido de pieles,,other
ciiu_0147,ciiu_0145,1512,"Fabricación de artículos de viaje, bolsos de mano y artículos similares elaborados en cuero, y fabricación de artículos de talabartería y guarnicionería",,other
ciiu_0148,ciiu_0145,1513,"Fabricación de artículos de viaje, bolsos de mano y artículos similares; artículos de talabartería y guarnicionería elaborados en otros materiales",,other
ciiu_0149,ciiu_0144,152,Fabricación de calzado,,view
ciiu_0150,ciiu_0149,1521,"Fabricación de calzado de cuero y piel, con cualquier tipo de suela",,other
ciiu_0151,ciiu_0149,1522,"Fabricación de otros tipos de calzado, excepto calzado de cuero y piel",,other
ciiu_0152,ciiu_0149,1523,Fabricación de partes del calzado,,other
ciiu_0153,ciiu_0088,16,"Transformación de la madera y fabricación de productos de madera y de corcho, excepto muebles; fabricación de artículos de cestería y espartería",,view
ciiu_0154,ciiu_0153,161,"Aserrado, acepillado e impregnación de la madera",,view
ciiu_0155,ciiu_0154,1610,"Aserrado, acepillado e impregnación de la madera",,other
ciiu_0156,ciiu_0153,162,"Fabricación de hojas de madera para enchapado; fabricación de tableros contrachapados, tableros laminados, tableros de partículas y otros tableros y paneles",,view
ciiu_0157,ciiu_0156,1620,"Fabricación de hojas de madera para enchapado; fabricación de tableros contrachapados, tableros laminados, tableros de partículas y otros tableros y paneles",,other
ciiu_0158,ciiu_0153,163,"Fabricación de partes y piezas de madera, de carpintería y ebanistería para la construcción",,view
ciiu_0159,ciiu_0158,1630,"Fabricación de partes y piezas de madera, de carpintería y ebanistería para la construcción",,other
ciiu_0160,ciiu_0153,164,Fabricación de recipientes de madera,,view
ciiu_0161,ciiu_0160,1640,Fabricación de recipientes de madera,,other
ciiu_0162,ciiu_0153,169,"Fabricación de otros productos de madera; fabricación de artículos de corcho, cestería y espartería",,view
ciiu_0163,ciiu_0162,1690,"Fabricación de otros productos de madera; fabricación de artículos de corcho, cestería y espartería",,other
ciiu_0164,ciiu_0088,17,"Fabricación de papel, cartón y productos de papel y cartón",,view
ciiu_0165,ciiu_0164,170,"Fabricación de papel, cartón y productos de papel y cartón",,view
ciiu_0166,ciiu_0165,1701,Fabricación de pulpas (pastas) celulósicas; papel y cartón,,other
ciiu_0167,ciiu_0165,1702,"Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón.",,other
ciiu_0168,ciiu_0165,1709,Fabricación de otros artículos de papel y cartón,,other
ciiu_0169,ciiu_0088,18,Actividades de impresión y de producción de copias a partir de grabaciones originales ,,view
ciiu_0170,ciiu_0169,181,Actividades de impresión y actividades de servicios relacionados con la impresión,,view
ciiu_0171,ciiu_0170,1811,Actividades de impresión,,other
ciiu_0172,ciiu_0170,1812,Actividades de servicios relacionados con la impresión,,other
ciiu_0173,ciiu_0169,182,Producción de copias a partir de grabaciones originales ,,view
ciiu_0174,ciiu_0173,1820,Producción de copias a partir de grabaciones originales ,,other
ciiu_0175,ciiu_0088,19,"Coquización, fabricación de productos de la refinación del petróleo y actividad de mezcla de combustibles ",,view
ciiu_0176,ciiu_0175,191,Fabricación de productos de hornos de coque,,view
ciiu_0177,ciiu_0176,1910,Fabricación de productos de hornos de coque,,other
ciiu_0178,ciiu_0175,192,Fabricación de productos de la refinación del petróleo,,view
ciiu_0179,ciiu_0178,1921,Fabricación de productos de la refinación del petróleo,,other
ciiu_0180,ciiu_0178,1922,Actividad de mezcla de combustibles,,other
ciiu_0181,ciiu_0088,20,Fabricación de sustancias y productos químicos,,view
ciiu_0182,ciiu_0181,201,"Fabricación de sustancias químicas básicas, abonos y compuestos inorgánicos nitrogenados, plásticos y caucho sintético en formas primarias",,view
ciiu_0183,ciiu_0182,2011,Fabricación de sustancias y productos químicos básicos,,other
ciiu_0184,ciiu_0182,2012,Fabricación de abonos y compuestos inorgánicos nitrogenados,,other
ciiu_0185,ciiu_0182,2013,Fabricación de plásticos en formas primarias,,other
ciiu_0186,ciiu_0182,2014,Fabricación de caucho sintético en formas primarias,,other
ciiu_0187,ciiu_0181,202,Fabricación de otros productos químicos,,view
ciiu_0188,ciiu_0187,2021,Fabricación de plaguicidas y otros productos químicos de uso agropecuario,,other
ciiu_0189,ciiu_0187,2022,"Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas",,other
ciiu_0190,ciiu_0187,2023,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",,other
ciiu_0191,ciiu_0187,2029,Fabricación de otros productos químicos n.c.p.,,other
ciiu_0192,ciiu_0181,203,Fabricación de fibras sintéticas y artificiales,,view
ciiu_0193,ciiu_0192,2030,Fabricación de fibras sintéticas y artificiales,,other
ciiu_0194,ciiu_0088,21,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",,view
ciiu_0195,ciiu_0194,210,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",,view
ciiu_0196,ciiu_0195,2100,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",,other
ciiu_0197,ciiu_0088,22,Fabricación de productos de caucho y de plástico,,view
ciiu_0198,ciiu_0197,221,Fabricación de productos de caucho,,view
ciiu_0199,ciiu_0198,2211,Fabricación de llantas y neumáticos de caucho,,other
ciiu_0200,ciiu_0198,2212,Reencauche de llantas usadas,,other
ciiu_0201,ciiu_0198,2219,Fabricación de formas básicas de caucho y otros productos de caucho n.c.p.,,other
ciiu_0202,ciiu_0197,222,Fabricación de productos de plástico,,view
ciiu_0203,ciiu_0202,2221,Fabricación de formas básicas de plástico,,other
ciiu_0204,ciiu_0202,2229,Fabricación de artículos de plástico n.c.p.,,other
ciiu_0205,ciiu_0088,23,Fabricación de otros productos minerales no metálicos,,view
ciiu_0206,ciiu_0205,231,Fabricación de vidrio y productos de vidrio,,view
ciiu_0207,ciiu_0206,2310,Fabricación de vidrio y productos de vidrio,,other
ciiu_0208,ciiu_0205,239,Fabricación de productos minerales no metálicos n.c.p.,,view
ciiu_0209,ciiu_0208,2391,Fabricación de productos refractarios,,other
ciiu_0210,ciiu_0208,2392,Fabricación de materiales de arcilla para la construcción,,other
ciiu_0211,ciiu_0208,2393,Fabricación de otros productos de cerámica y porcelana,,other
ciiu_0212,ciiu_0208,2394,"Fabricación de cemento, cal y yeso",,other
ciiu_0213,ciiu_0208,2395,"Fabricación de artículos de hormigón, cemento y yeso",,other
ciiu_0214,ciiu_0208,2396,"Corte, tallado y acabado de la piedra",,other
ciiu_0215,ciiu_0208,2399,Fabricación de otros productos minerales no metálicos n.c.p.,,other
ciiu_0216,ciiu_0088,24,Fabricación de productos metalúrgicos básicos,,view
ciiu_0217,ciiu_0216,241,Industrias básicas de hierro y de acero,,view
ciiu_0218,ciiu_0217,2410,Industrias básicas de hierro y de acero,,other
ciiu_0219,ciiu_0216,242,Industrias básicas de metales preciosos y de metales no ferrosos,,view
ciiu_0220,ciiu_0219,2421,Industrias básicas de metales preciosos,,other
ciiu_0221,ciiu_0219,2429,Industrias básicas de otros metales no ferrosos,,other
ciiu_0222,ciiu_0216,243,Fundición de metales,,view
ciiu_0223,ciiu_0222,2431,Fundición de hierro y de acero,,other
ciiu_0224,ciiu_0222,2432,Fundición de metales no ferrosos ,,other
ciiu_0225,ciiu_0088,25,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo",,view
ciiu_0226,ciiu_0225,251,"Fabricación de productos metálicos para uso estructural, tanques, depósitos y generadores de vapor",,view
ciiu_0227,ciiu_0226,2511,Fabricación de productos metálicos para uso estructural,,other
ciiu_0228,ciiu_0226,2512,"Fabricación de tanques, depósitos y recipientes de metal, excepto los utilizados para el envase o transporte de mercancías",,other
ciiu_0229,ciiu_0226,2513,"Fabricación de generadores de vapor, excepto calderas de agua caliente para calefacción central",,other
ciiu_0230,ciiu_0225,252,Fabricación de armas y municiones,,view
ciiu_0231,ciiu_0230,2520,Fabricación de armas y municiones,,other
ciiu_0232,ciiu_0225,259,Fabricación de otros productos elaborados de metal y actividades de servicios relacionadas con el trabajo de metales,,view
ciiu_0233,ciiu_0232,2591,"Forja, prensado, estampado y laminado de metal; pulvimetalurgia",,other
ciiu_0234,ciiu_0232,2592,Tratamiento y revestimiento de metales; mecanizado,,other
ciiu_0235,ciiu_0232,2593,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería",,other
ciiu_0236,ciiu_0232,2599,Fabricación de otros productos elaborados de metal n.c.p.,,other
ciiu_0237,ciiu_0088,26,"Fabricación de productos informáticos, electrónicos y ópticos",,view
ciiu_0238,ciiu_0237,261,Fabricación de componentes y tableros electrónicos,,view
ciiu_0239,ciiu_0238,2610,Fabricación de componentes y tableros electrónicos,,other
ciiu_0240,ciiu_0237,262,Fabricación de computadoras y de equipo periférico,,view
ciiu_0241,ciiu_0240,2620,Fabricación de computadoras y de equipo periférico,,other
ciiu_0242,ciiu_0237,263,Fabricación de equipos de comunicación,,view
ciiu_0243,ciiu_0242,2630,Fabricación de equipos de comunicación,,other
ciiu_0244,ciiu_0237,264,Fabricación de aparatos electrónicos de consumo,,view
ciiu_0245,ciiu_0244,2640,Fabricación de aparatos electrónicos de consumo,,other
ciiu_0246,ciiu_0237,265,"Fabricación de equipo de medición, prueba, navegación y control; fabricación de relojes",,view
ciiu_0247,ciiu_0246,2651,"Fabricación de equipo de medición, prueba, navegación y control",,other
ciiu_0248,ciiu_0246,2652,Fabricación de relojes,,other
ciiu_0249,ciiu_0237,266,Fabricación de equipo de irradiación y equipo electrónico de uso médico y terapéutico,,view
ciiu_0250,ciiu_0249,2660,Fabricación de equipo de irradiación y equipo electrónico de uso médico y terapéutico,,other
ciiu_0251,ciiu_0237,267,Fabricación de instrumentos ópticos y equipo fotográfico,,view
ciiu_0252,ciiu_0251,2670,Fabricación de instrumentos ópticos y equipo fotográfico,,other
ciiu_0253,ciiu_0237,268,Fabricación de medios magnéticos y ópticos para almacenamiento de datos,,view
ciiu_0254,ciiu_0253,2680,Fabricación de medios magnéticos y ópticos para almacenamiento de datos,,other
ciiu_0255,ciiu_0088,27,Fabricación de aparatos y equipo eléctrico,,view
ciiu_0256,ciiu_0255,271,"Fabricación de motores, generadores y transformadores eléctricos y de aparatos de distribución y control de la energía eléctrica",,view
ciiu_0257,ciiu_0256,2711,"Fabricación de motores, generadores y transformadores eléctricos",,other
ciiu_0258,ciiu_0256,2712,Fabricación de aparatos de distribución y control de la energía eléctrica,,other
ciiu_0259,ciiu_0255,272,"Fabricación de pilas, baterías y acumuladores eléctricos",,view
ciiu_0260,ciiu_0259,2720,"Fabricación de pilas, baterías y acumuladores eléctricos",,other
ciiu_0261,ciiu_0255,273,Fabricación de hilos y cables aislados y sus dispositivos,,view
ciiu_0262,ciiu_0261,2731,Fabricación de hilos y cables eléctricos y de fibra óptica,,other
ciiu_0263,ciiu_0261,2732,Fabricación de dispositivos de cableado,,other
ciiu_0264,ciiu_0255,274,Fabricación de equipos eléctricos de iluminación,,view
ciiu_0265,ciiu_0264,2740,Fabricación de equipos eléctricos de iluminación,,other
ciiu_0266,ciiu_0255,275,Fabricación de aparatos de uso doméstico,,view
ciiu_0267,ciiu_0266,2750,Fabricación de aparatos de uso doméstico,,other
ciiu_0268,ciiu_0255,279,Fabricación de otros tipos de equipo eléctrico n.c.p.,,view
ciiu_0269,ciiu_0268,2790,Fabricación de otros tipos de equipo eléctrico n.c.p.,,other
ciiu_0270,ciiu_0088,28,Fabricación de maquinaria y equipo n.c.p.,,view
ciiu_0271,ciiu_0270,281,Fabricación de maquinaria y equipo de uso general,,view
ciiu_0272,ciiu_0271,2811,"Fabricación de motores, turbinas, y partes para motores de combustión interna",,other
ciiu_0273,ciiu_0271,2812,Fabricación de equipos de potencia hidráulica y neumática,,other
ciiu_0274,ciiu_0271,2813,"Fabricación de otras bombas, compresores, grifos y válvulas",,other
ciiu_0275,ciiu_0271,2814,"Fabricación de cojinetes, engranajes, trenes de engranajes y piezas de transmisión",,other
ciiu_0276,ciiu_0271,2815,"Fabricación de hornos, hogares y quemadores industriales",,other
ciiu_0277,ciiu_0271,2816,Fabricación de equipo de elevación y manipulación,,other
ciiu_0278,ciiu_0271,2817,Fabricación de maquinaria y equipo de oficina (excepto computadoras y equipo periférico),,other
ciiu_0279,ciiu_0271,2818,Fabricación de herramientas manuales con motor,,other
ciiu_0280,ciiu_0271,2819,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.,,other
ciiu_0281,ciiu_0270,282,Fabricación de maquinaria y equipo de uso especial,,view
ciiu_0282,ciiu_0281,2821,Fabricación de maquinaria agropecuaria y forestal,,other
ciiu_0283,ciiu_0281,2822,Fabricación de máquinas formadoras de metal y de máquinas herramienta,,other
ciiu_0284,ciiu_0281,2823,Fabricación de maquinaria para la metalurgia,,other
ciiu_0285,ciiu_0281,2824,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción,,other
ciiu_0286,ciiu_0281,2825,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco",,other
ciiu_0287,ciiu_0281,2826,"Fabricación de maquinaria para la elaboración de productos textiles, prendas de vestir y cueros",,other
ciiu_0288,ciiu_0281,2829,Fabricación de otros tipos de maquinaria y equipo de uso especial n.c.p.,,other
ciiu_0289,ciiu_0088,29,"Fabricación de vehículos automotores, remolques y semirremolques",,view
ciiu_0290,ciiu_0289,291,Fabricación de vehículos automotores y sus motores,,view
ciiu_0291,ciiu_0290,2910,Fabricación de vehículos automotores y sus motores,,other
ciiu_0292,ciiu_0289,292,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques ,,view
ciiu_0293,ciiu_0292,2920,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques ,,other
ciiu_0294,ciiu_0289,293,"Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",,view
ciiu_0295,ciiu_0294,2930,"Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",,other
ciiu_0296,ciiu_0088,30,Fabricación de otros tipos de equipo de transporte,,view
ciiu_0297,ciiu_0296,301,Construcción de barcos y otras embarcaciones,,view
ciiu_0298,ciiu_0297,3011,Construcción de barcos y de estructuras flotantes,,other
ciiu_0299,ciiu_0297,3012,Construcción de embarcaciones de recreo y deporte,,other
ciiu_0300,ciiu_0296,302,Fabricación de locomotoras y de material rodante para ferrocarriles,,view
ciiu_0301,ciiu_0300,3020,Fabricación de locomotoras y de material rodante para ferrocarriles,,other
ciiu_0302,ciiu_0296,303,"Fabricación de aeronaves, naves espaciales y de maquinaria conexa",,view
ciiu_0303,ciiu_0302,3030,"Fabricación de aeronaves, naves espaciales y de maquinaria conexa",,other
ciiu_0304,ciiu_0296,304,Fabricación de vehículos militares de combate,,view
ciiu_0305,ciiu_0304,3040,Fabricación de vehículos militares de combate,,other
ciiu_0306,ciiu_0296,309,Fabricación de otros tipos de equipo de transporte n.c.p.,,view
ciiu_0307,ciiu_0306,3091,Fabricación de motocicletas,,other
ciiu_0308,ciiu_0306,3092,Fabricación de bicicletas y de sillas de ruedas para personas con discapacidad,,other
ciiu_0309,ciiu_0306,3099,Fabricación de otros tipos de equipo de transporte n.c.p.,,other
ciiu_0310,ciiu_0088,31,"Fabricación de muebles, colchones y somieres",,view
ciiu_0311,ciiu_0310,311,Fabricación de muebles ,,view
ciiu_0312,ciiu_0311,3110,Fabricación de muebles ,,other
ciiu_0313,ciiu_0310,312,Fabricación de colchones y somieres,,view
ciiu_0314,ciiu_0313,3120,Fabricación de colchones y somieres,,other
ciiu_0315,ciiu_0088,32,Otras industrias manufactureras,,view
ciiu_0316,ciiu_0315,321,"Fabricación de joyas, bisutería y artículos conexos",,view
ciiu_0317,ciiu_0316,3210,"Fabricación de joyas, bisutería y artículos conexos",,other
